age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
38.0,Male,Married,Graduate,32800.0,Self-employed,1.7,MNC,Own,0.0,4,3,5600.0,0.0,4200.0,7300.0,3600.0,No,0.0,681.0,233800.0,88400.0,E-commerce Shopping EMI,143000.0,9,Not_Eligible,5989.5
27.0,Female,Single,High School,45700.0,Private,4.0,Large Indian,Own,0.0,3,2,10300.0,0.0,2700.0,8600.0,5600.0,No,0.0,729.0,100400.0,60000.0,Personal Loan EMI,388000.0,42,Not_Eligible,9250.0
27.0,Male,Married,Graduate,30800.0,Private,0.9,Large Indian,Family,0.0,3,2,0.0,0.0,1800.0,8500.0,2100.0,No,0.0,685.0,117600.0,26600.0,E-commerce Shopping EMI,91000.0,8,Not_Eligible,7360.0
38.0,male,Married,Graduate,65600.0,Government,5.4,Mid-size,Own,0.0,2,1,11500.0,0.0,8300.0,11600.0,6200.0,No,0.0,693.0,521600.0,282700.0,Education EMI,55000.0,23,Eligible,16940.0
48.0,Male,Married,High School,72300.0,Private,26.0,Startup,Own,0.0,2,1,12800.0,0.0,7500.0,11300.0,14400.0,Yes,15400.0,556.0,148300.0,54400.0,Home Appliances EMI,150000.0,22,Not_Eligible,3052.0
38.0,Female,Married,Graduate,58500.0,Private,4.1,Large Indian,Own,0.0,2,1,0.0,7100.0,3400.0,9400.0,6600.0,No,0.0,678.0,70900.0,32800.0,Vehicle EMI,174000.0,47,Eligible,12800.0
32.0,Female,Single,High School,86800.0,Government,4.2,Mid-size,Rented,18100.0,1,0,0.0,0.0,5200.0,14900.0,14900.0,No,0.0,720.0,283200.0,97300.0,Education EMI,295000.0,22,High_Risk,18535.0
38.0,Female,Married,Graduate,30400.0,Private,16.0,MNC,Own,0.0,4,3,0.0,0.0,4200.0,8200.0,2700.0,No,0.0,668.0,157300.0,64100.0,Home Appliances EMI,42000.0,13,Eligible,7650.0
27.0,male,Married,Graduate,109400.0,Private,4.0,Startup,Family,0.0,2,1,3100.0,0.0,14300.0,17600.0,19700.0,No,0.0,739.0,741000.0,264900.0,E-commerce Shopping EMI,15000.0,7,Eligible,30085.0
48.0,Female,Married,Graduate,20800.0,Private,17.0,Small,Rented,4800.0,3,2,0.0,23900.0,2800.0,4400.0,1300.0,No,0.0,705.0,154000.0,86700.0,Education EMI,253000.0,22,Not_Eligible,500.0
38.0,Male,Married,Graduate,22500.0,Private,2.2,Mid-size,Rented,7700.0,2,1,12200.0,0.0,3100.0,6000.0,3300.0,No,0.0,675.0,196000.0,49200.0,Personal Loan EMI,350000.0,17,Not_Eligible,500.0
32.0,Male,Married,Post Graduate,42600.0,Government,1.7,Large Indian,Own,13420.0,5,4,8000.0,0.0,4000.0,8200.0,8500.0,Yes,11000.0,693.0,44000.0,25600.0,Vehicle EMI,121000.0,28,Not_Eligible,812.0
58.0,Female,Married,High School,22500.0,Private,7.8,Mid-size,Family,0.0,3,2,3800.0,0.0,3000.0,4400.0,4400.0,No,0.0,762.0,31500.0,7200.0,Vehicle EMI,817000.0,58,Not_Eligible,3312.0
32.0,Male,Married,Professional,82500.0,Private,10.0,Startup,Family,0.0,4,3,10300.0,0.0,6300.0,15600.0,9600.0,No,0.0,720.0,613000.0,266800.0,Home Appliances EMI,177000.0,27,Eligible,22385.0
38.0,Male,Married,Graduate,46500.0,Private,3.0,Startup,Rented,10000.0,4,3,3300.0,0.0,4400.0,12100.0,6500.0,No,0.0,653.0,107100.0,59700.0,Education EMI,337000.0,6,Not_Eligible,5100.0
38.0,Male,Married,Post Graduate,70000.0,Private,0.5,MNC,Rented,11300.0,4,3,0.0,0.0,4600.0,19000.0,12500.0,Yes,15100.0,562.0,523200.0,127700.0,E-commerce Shopping EMI,155000.0,19,Not_Eligible,1848.0
48.0,Female,Single,Graduate,28700.0,Government,7.9,Large Indian,Rented,7100.0,1,0,0.0,0.0,3100.0,4700.0,1600.0,Yes,5300.0,685.0,224300.0,91000.0,Vehicle EMI,540000.0,23,Not_Eligible,2922.15
38.0,Female,Married,Graduate,31700.0,Private,0.5,Startup,Own,0.0,3,2,5300.0,7500.0,2100.0,5400.0,6000.0,Yes,7400.0,640.0,173600.0,60000.0,Home Appliances EMI,150000.0,11,Not_Eligible,500.0
48.0,Male,Married,Post Graduate,70500.0,Government,4.3,Large Indian,Own,0.0,3,2,12000.0,11200.0,4600.0,20300.0,12200.0,Yes,18600.0,849.0,336900.0,115600.0,Vehicle EMI,1130000.0,53,Not_Eligible,500.0
32.0,FEMALE,Married,Graduate,44200.0,Government,3.2,Large Indian,Own,0.0,5,4,0.0,0.0,5600.0,12400.0,7100.0,Yes,8400.0,758.0,97400.0,43900.0,Personal Loan EMI,434000.0,47,Not_Eligible,4943.4
32.0,Female,Married,Graduate,28900.0,Private,2.6,Startup,Family,0.0,3,2,12500.0,0.0,2700.0,4500.0,3100.0,No,0.0,734.0,136400.0,64100.0,Home Appliances EMI,260000.0,29,Not_Eligible,3050.0
48.0,Female,Married,Post Graduate,75800.0,Private,5.9,MNC,Rented,21600.0,3,2,11100.0,0.0,4600.0,19400.0,4300.0,Yes,16000.0,590.0,413100.0,87800.0,Vehicle EMI,943000.0,31,Not_Eligible,500.0
48.0,Male,Married,Professional,49000.0,Self-employed,0.8,MNC,Own,0.0,2,1,6300.0,20800.0,5000.0,8300.0,6000.0,No,0.0,693.0,206400.0,104700.0,Vehicle EMI,1050000.0,35,Not_Eligible,1170.0
32.0,Male,Married,Graduate,38400.0,Private,1.0,Large Indian,Rented,13200.0,3,2,8700.0,0.0,4200.0,6500.0,7500.0,No,0.0,652.0,235800.0,78900.0,Education EMI,284000.0,13,Not_Eligible,500.0
27.0,Male,Single,High School,37800.0,Government,0.9,Large Indian,Rented,8400.0,1,0,0.0,0.0,4500.0,6600.0,4300.0,No,0.0,758.0,103100.0,52200.0,Personal Loan EMI,350000.0,50,Not_Eligible,8400.0
48.0,Female,Married,Post Graduate,65600.0,Private,3.6,Large Indian,Rented,15100.0,3,2,0.0,24800.0,5000.0,17000.0,11100.0,No,0.0,660.0,411900.0,132500.0,Personal Loan EMI,514000.0,14,Not_Eligible,500.0
48.0,Female,Married,Graduate,66000.0,Government,6.5,MNC,Rented,12300.0,2,1,0.0,23700.0,7500.0,14300.0,4900.0,Yes,12600.0,725.0,366100.0,169400.0,E-commerce Shopping EMI,186000.0,12,Not_Eligible,500.0
58.0,Male,Married,Graduate,48600.0,Private,5.7,Mid-size,Rented,13600.0,2,1,8000.0,14100.0,3800.0,9700.0,8300.0,No,0.0,812.0,158200.0,75800.0,Personal Loan EMI,73000.0,15,Not_Eligible,500.0
48.0,Male,Married,Post Graduate,86500.0,Private,2.9,MNC,Family,0.0,2,1,6400.0,0.0,6000.0,24300.0,5800.0,No,0.0,696.0,451100.0,175500.0,Home Appliances EMI,26000.0,17,Eligible,22000.0
58.0,Male,Married,Graduate,26100.0,Private,26.9,Large Indian,Family,0.0,4,3,7600.0,0.0,3200.0,7800.0,2100.0,Yes,5300.0,649.0,64300.0,15000.0,Home Appliances EMI,145000.0,25,Not_Eligible,500.0
38.0,Male,Married,High School,63500.0,Private,3.7,Startup,Own,0.0,4,3,5000.0,0.0,9100.0,12000.0,12100.0,No,0.0,705.0,123100.0,52700.0,E-commerce Shopping EMI,180000.0,6,Not_Eligible,10120.0
58.0,Male,Married,Graduate,40700.0,Government,29.6,MNC,Family,0.0,3,2,0.0,0.0,4200.0,12100.0,4200.0,Yes,8700.0,766.0,93000.0,54300.0,Personal Loan EMI,687000.0,42,Not_Eligible,5313.0
27.0,Male,Single,Professional,63900.0,Private,1.0,Large Indian,Rented,11400.0,2,1,8500.0,23200.0,8000.0,10500.0,4100.0,Yes,16900.0,665.0,445000.0,227300.0,Personal Loan EMI,83000.0,57,Not_Eligible,500.0
38.0,Male,Married,Professional,76200.0,Self-employed,0.5,Mid-size,Rented,23800.0,3,2,11900.0,0.0,3800.0,12000.0,9500.0,No,0.0,712.0,67000.0,33300.0,Home Appliances EMI,201000.0,15,Not_Eligible,5472.0
32.0,Male,Married,High School,80900.0,Private,3.0,Mid-size,Rented,16300.0,2,1,0.0,0.0,7300.0,19000.0,13500.0,No,0.0,669.0,620500.0,214400.0,Personal Loan EMI,975000.0,23,Not_Eligible,13640.0
38.0,Female,Married,Graduate,80500.0,Private,2.1,Large Indian,Own,0.0,2,1,0.0,23100.0,6700.0,13800.0,4700.0,No,0.0,677.0,124600.0,27400.0,Home Appliances EMI,88000.0,14,Eligible,12880.0
48.0,Male,Married,Professional,110400.0,Government,3.3,Mid-size,Rented,19300.0,2,1,14900.0,0.0,12900.0,31600.0,12900.0,Yes,12200.0,780.0,181900.0,67100.0,Home Appliances EMI,132000.0,14,Not_Eligible,2439.36
32.0,Male,Single,Graduate,45600.0,Private,2.9,Mid-size,Rented,11200.0,3,2,8400.0,0.0,5300.0,7700.0,6700.0,No,0.0,724.0,267100.0,141400.0,Personal Loan EMI,458000.0,56,Not_Eligible,3150.0
32.0,M,Married,Post Graduate,90900.0,Private,0.9,Mid-size,Own,0.0,4,3,3400.0,0.0,10600.0,27200.0,15700.0,Yes,16200.0,676.0,399200.0,98100.0,Home Appliances EMI,278000.0,35,Not_Eligible,4984.0
38.0,Male,Married,Graduate,37600.0,Private,0.6,Large Indian,Rented,7000.0,4,3,9900.0,0.0,4400.0,9800.0,6400.0,Yes,8400.0,663.0,124200.0,57900.0,Education EMI,478000.0,16,Not_Eligible,500.0
27.0,Male,Single,High School,27100.0,Self-employed,0.5,Large Indian,Rented,8100.0,2,1,5900.0,12600.0,3000.0,5200.0,3000.0,No,0.0,614.0,188100.0,62900.0,Personal Loan EMI,855000.0,43,Not_Eligible,500.0
27.0,Female,Single,Graduate,75400.0,Private,2.4,MNC,Rented,13000.0,3,2,0.0,0.0,8300.0,22300.0,10800.0,No,0.0,740.0,492700.0,142700.0,Education EMI,216000.0,16,Not_Eligible,11550.0
38.0,Male,Married,Graduate,58800.0,Private,3.3,Startup,Rented,9100.0,3,2,10300.0,0.0,4500.0,9600.0,5100.0,No,0.0,676.0,130700.0,73500.0,E-commerce Shopping EMI,198000.0,4,Not_Eligible,10100.0
48.0,Female,Married,Professional,76900.0,Private,17.3,MNC,Rented,22900.0,3,2,0.0,23700.0,4200.0,15500.0,11400.0,Yes,20300.0,695.0,398300.0,185300.0,Personal Loan EMI,345000.0,33,Not_Eligible,500.0
58.0,Female,Single,High School,56700.0,Private,14.5,Startup,Own,0.0,1,0,0.0,0.0,3900.0,16700.0,4700.0,No,0.0,850.0,199100.0,99500.0,Personal Loan EMI,330000.0,54,Eligible,18840.0
27.0,Male,Single,Graduate,78700.0,Government,0.5,MNC,Rented,22500.0,2,1,0.0,12500.0,4100.0,19900.0,10200.0,No,0.0,738.0,149400.0,33500.0,Education EMI,205000.0,7,Not_Eligible,3800.0
38.0,Female,Married,Graduate,39000.0,Private,6.4,MNC,Family,0.0,4,3,0.0,0.0,5700.0,9600.0,5800.0,Yes,6300.0,744.0,144500.0,50000.0,E-commerce Shopping EMI,101000.0,10,Not_Eligible,4060.0
58.0,Male,Married,Professional,30000.0,Private,16.4,Large Indian,Rented,9200.0,3,2,6200.0,0.0,4300.0,5800.0,1700.0,No,0.0,635.0,177800.0,99800.0,Vehicle EMI,1116000.0,79,Not_Eligible,1120.0
38.0,Male,Married,Graduate,73400.0,Government,0.5,MNC,Own,0.0,2,1,13400.0,0.0,3900.0,13800.0,12800.0,Yes,12400.0,682.0,69400.0,21000.0,Education EMI,302000.0,12,Not_Eligible,4788.0
27.0,Female,Married,Post Graduate,87300.0,Government,4.2,Startup,Own,0.0,4,3,4700.0,5700.0,6400.0,26000.0,12100.0,Yes,17100.0,777.0,281800.0,76500.0,Personal Loan EMI,679000.0,60,Not_Eligible,7068.6
32.0,Male,Married,Post Graduate,32700.0,Government,5.0,Mid-size,Rented,6800.0,3,2,13500.0,0.0,2800.0,8000.0,3400.0,No,0.0,684.0,121000.0,31900.0,Home Appliances EMI,129000.0,31,Not_Eligible,500.0
38.0,Female,Married,Graduate,53400.0,Government,3.9,MNC,Family,0.0,4,3,13300.0,0.0,7600.0,15000.0,6700.0,No,0.0,739.0,104800.0,38200.0,Home Appliances EMI,51000.0,13,High_Risk,4752.0
38.0,Male,Married,Graduate,64000.0,Self-employed,1.4,Mid-size,Own,0.0,5,4,9900.0,0.0,9500.0,13900.0,6700.0,Yes,10000.0,567.0,159700.0,67900.0,Home Appliances EMI,63000.0,21,High_Risk,3528.0
32.0,Male,Married,Graduate,48400.0,Self-employed,1.1,Large Indian,Own,12456.0,4,3,4700.0,14100.0,2500.0,14300.0,8000.0,Yes,10600.0,572.0,153400.0,34000.0,Home Appliances EMI,20000.0,6,Not_Eligible,500.0
32.0,Male,Single,High School,55500.0,Private,1.6,MNC,Own,0.0,1,0,0.0,0.0,5900.0,9000.0,9800.0,No,0.0,619.0,308500.0,160900.0,Education EMI,161000.0,16,High_Risk,12320.0
48.0,Female,Married,Graduate,44000.0,Private,10.7,MNC,Own,0.0,5,4,9500.0,0.0,3000.0,10000.0,8700.0,Yes,7500.0,831.0,298800.0,104900.0,Personal Loan EMI,972000.0,52,Not_Eligible,2448.6
32.0,Female,Single,Graduate,56400.0,Private,0.5,Large Indian,Rented,12100.0,2,1,14400.0,8900.0,8400.0,16900.0,5600.0,Yes,7700.0,688.0,158600.0,73500.0,Home Appliances EMI,270000.0,7,Not_Eligible,500.0
32.0,Male,Married,Graduate,36000.0,Private,2.0,Mid-size,Family,0.0,4,3,13000.0,0.0,4200.0,10600.0,4900.0,No,0.0,661.0,137700.0,59700.0,Vehicle EMI,908000.0,59,Not_Eligible,1650.0
38.0,Female,Married,High School,51300.0,Private,7.2,Mid-size,Rented,7700.0,2,1,0.0,15700.0,4900.0,13400.0,6700.0,Yes,14700.0,732.0,29800.0,10500.0,Education EMI,51000.0,17,Not_Eligible,500.0
47.0,Male,Married,High School,31922.0,Private,0.8,Mid-size,Rented,6100.0,4,3,0.0,0.0,1600.0,5500.0,4300.0,No,0.0,801.0,119200.0,55600.0,Personal Loan EMI,826000.0,34,Not_Eligible,6048.0
32.0,Female,Single,Graduate,393315.0,Self-employed,2.8,Mid-size,Rented,4100.0,2,1,0.0,0.0,1400.0,7500.0,2500.0,Yes,3600.0,625.0,91800.0,39200.0,Vehicle EMI,114000.0,76,Not_Eligible,1612.8
32.0,Female,Married,Post Graduate,48500.0,Private,6.5,Large Indian,Own,0.0,3,2,0.0,15200.0,4500.0,10600.0,3500.0,Yes,8900.0,669.0,42400.0,19000.0,Personal Loan EMI,794000.0,47,Not_Eligible,1624.0
27.0,Male,Married,Graduate,29800.0,Private,4.4,Mid-size,Own,0.0,3,2,6800.0,0.0,4000.0,7900.0,3300.0,Yes,8400.0,745.0,70000.0,14400.0,Home Appliances EMI,39000.0,6,Not_Eligible,500.0
38.0,Female,Married,Graduate,96800.0,Private,12.3,MNC,Own,0.0,3,2,0.0,0.0,13500.0,23700.0,18600.0,No,0.0,737.0,160900.0,53500.0,Home Appliances EMI,22000.0,12,Eligible,16400.0
27.0,Male,Married,Graduate,41600.0,Government,3.2,Startup,Own,0.0,2,1,0.0,0.0,6000.0,10600.0,2800.0,No,0.0,817.0,297100.0,130500.0,Personal Loan EMI,388000.0,17,Not_Eligible,16117.2
48.0,Female,Married,High School,14400.0,Government,0.9,Large Indian,Family,0.0,5,4,7600.0,0.0,1600.0,3900.0,2500.0,No,0.0,811.0,17300.0,3800.0,Education EMI,499000.0,10,Not_Eligible,500.0
38.0,Male,Married,High School,30500.0,Private,2.1,Large Indian,Rented,10200.0,3,2,7700.0,13000.0,3100.0,5600.0,2500.0,No,0.0,712.0,76800.0,16100.0,Home Appliances EMI,298000.0,18,Not_Eligible,500.0
32.0,Female,Single,Post Graduate,48200.0,Private,3.7,Large Indian,Own,0.0,2,1,13600.0,14500.0,5500.0,11900.0,3400.0,Yes,6000.0,635.0,84300.0,31400.0,Personal Loan EMI,236000.0,41,Not_Eligible,500.0
48.0,Male,Married,Professional,44600.0,Private,17.4,Large Indian,Own,0.0,3,2,0.0,15100.0,2700.0,10800.0,5300.0,Yes,9300.0,657.0,120800.0,37700.0,E-commerce Shopping EMI,50000.0,3,Not_Eligible,500.0
48.0,Female,Married,Graduate,80400.0,Private,26.0,MNC,Rented,21600.0,3,2,10700.0,0.0,5400.0,17100.0,11700.0,Yes,9300.0,657.0,384000.0,171700.0,Education EMI,494000.0,19,Not_Eligible,1610.0
48.0,Female,Married,Graduate,32400.0,Private,15.4,Large Indian,Rented,5600.0,3,2,10700.0,0.0,3300.0,6400.0,4500.0,Yes,8100.0,562.0,140900.0,34000.0,E-commerce Shopping EMI,104000.0,12,Not_Eligible,500.0
38.0,Female,Married,Post Graduate,32100.0,Private,0.9,Mid-size,Rented,5300.0,3,2,0.0,0.0,3000.0,6300.0,2800.0,Yes,4900.0,570.0,154600.0,58400.0,E-commerce Shopping EMI,156000.0,24,Not_Eligible,2195.2
38.0,Male,Married,Graduate,61400.0,Private,0.7,Large Indian,Family,0.0,3,2,12700.0,7100.0,8000.0,10400.0,9900.0,No,0.0,633.0,409400.0,182600.0,Personal Loan EMI,267000.0,52,Not_Eligible,4681.6
32.0,Male,Married,Graduate,40700.0,Government,5.3,Mid-size,Family,0.0,2,1,0.0,0.0,3200.0,11400.0,5800.0,No,0.0,664.0,70300.0,20500.0,Education EMI,332000.0,10,Not_Eligible,8932.0
48.0,Female,Single,Professional,152734.0,Government,3.6,Mid-size,Own,0.0,3,2,7300.0,0.0,13300.0,40800.0,27900.0,No,0.0,850.0,671200.0,272800.0,Personal Loan EMI,299000.0,57,Eligible,42174.0
38.0,Female,Married,High School,48600.0,Private,3.5,Large Indian,Rented,10300.0,3,2,12400.0,0.0,5500.0,9200.0,5600.0,No,0.0,652.0,255000.0,141200.0,Education EMI,196000.0,26,Not_Eligible,2800.0
48.0,Male,Single,Graduate,99500.0,Private,21.2,Large Indian,Family,0.0,1,0,0.0,0.0,12100.0,27700.0,9400.0,No,0.0,763.0,476100.0,246200.0,Education EMI,364000.0,13,Not_Eligible,30180.0
49.0,Female,Married,Graduate,20668.0,Government,1.0,Large Indian,Family,0.0,4,3,0.0,0.0,1700.0,3200.0,2000.0,Yes,2800.0,757.0,29800.0,14700.0,Vehicle EMI,148000.0,15,Not_Eligible,3460.8
48.0,Male,Married,Professional,115200.0,Private,2.0,Large Indian,Rented,34000.0,2,1,0.0,0.0,6600.0,26000.0,15300.0,No,0.0,745.0,391900.0,141700.0,Home Appliances EMI,108000.0,27,Eligible,16650.0
27.0,Female,Single,Professional,154600.0,Private,1.9,Large Indian,Rented,47700.0,1,0,0.0,0.0,9500.0,25900.0,28000.0,Yes,29400.0,651.0,516900.0,180400.0,Vehicle EMI,859000.0,53,Not_Eligible,4935.0
32.0,Male,Married,Post Graduate,65300.0,Private,1.4,Small,Own,0.0,3,2,0.0,0.0,3300.0,11500.0,4400.0,Yes,16400.0,582.0,154300.0,46900.0,E-commerce Shopping EMI,25000.0,10,Eligible,8316.0
32.0,Male,Single,Graduate,55400.0,Government,7.5,Mid-size,Family,0.0,1,0,0.0,0.0,5300.0,15200.0,5200.0,No,0.0,850.0,87400.0,36400.0,Education EMI,250000.0,27,Eligible,15681.6
38.0,Female,Married,Post Graduate,26600.0,Private,2.4,Mid-size,Own,0.0,4,3,10700.0,0.0,3100.0,7500.0,5100.0,No,0.0,702.0,67400.0,17700.0,Education EMI,228000.0,47,Not_Eligible,500.0
27.0,Female,Single,Graduate,77600.0,Private,0.5,MNC,Own,0.0,3,2,0.0,0.0,7200.0,13000.0,14700.0,Yes,16900.0,780.0,113900.0,32800.0,Education EMI,106000.0,8,Not_Eligible,6935.04
27.0,Male,Single,Graduate,98500.0,Private,1.5,Large Indian,Own,0.0,1,0,0.0,0.0,7300.0,20000.0,14400.0,Yes,17300.0,701.0,386500.0,131200.0,Vehicle EMI,824000.0,30,Not_Eligible,13825.0
39.0,Female,Married,Graduate,75851.0,Private,3.8,Mid-size,Rented,17200.0,3,2,0.0,0.0,10100.0,20000.0,4700.0,No,0.0,744.0,220100.0,90300.0,Vehicle EMI,1122000.0,61,Not_Eligible,12600.0
32.0,Female,Single,Graduate,49700.0,Private,7.7,Mid-size,Family,0.0,2,1,0.0,0.0,4600.0,14100.0,4500.0,No,0.0,702.0,324100.0,139800.0,Home Appliances EMI,132000.0,18,Eligible,14575.0
31.0,Male,Single,High School,67500.0,Private,1.2,Mid-size,Own,0.0,2,1,11700.0,11200.0,9200.0,17000.0,10400.0,Yes,10000.0,746.0,262900.0,64600.0,E-commerce Shopping EMI,125000.0,5,Not_Eligible,500.0
32.0,Female,Single,Post Graduate,38700.0,Government,4.7,MNC,Family,0.0,1,0,0.0,0.0,3500.0,9900.0,5700.0,Yes,10500.0,710.0,146800.0,49100.0,Education EMI,165000.0,15,Not_Eligible,3503.5
27.0,Male,Single,Graduate,58300.0,Private,2.1,Large Indian,Family,0.0,3,2,14000.0,0.0,7600.0,14300.0,8400.0,No,0.0,714.0,441900.0,74000.0,Education EMI,208000.0,35,High_Risk,7700.0
32.0,Male,Married,High School,45700.0,Private,10.0,Small,Rented,7300.0,2,1,3000.0,0.0,6000.0,9600.0,7800.0,Yes,6200.0,646.0,348000.0,162900.0,Personal Loan EMI,740000.0,25,Not_Eligible,1786.4
48.0,Female,Married,Professional,77100.0,Private,0.7,Small,Rented,14400.0,3,2,0.0,0.0,7600.0,13600.0,10000.0,No,0.0,846.0,374600.0,102200.0,Personal Loan EMI,891000.0,21,Not_Eligible,15120.0
38.0,Male,Married,High School,28200.0,Private,11.5,Startup,Rented,7100.0,3,2,5400.0,0.0,2200.0,5500.0,4000.0,Yes,5600.0,580.0,204500.0,41900.0,E-commerce Shopping EMI,147000.0,8,Not_Eligible,500.0
38.0,Female,Married,Professional,69300.0,Government,11.4,Startup,Own,0.0,3,2,9500.0,18600.0,7600.0,13500.0,12700.0,No,0.0,778.0,229000.0,61500.0,Vehicle EMI,1061000.0,62,Not_Eligible,4884.0
38.0,Female,Married,Professional,103300.0,Private,8.2,MNC,Own,0.0,3,2,0.0,0.0,6800.0,28100.0,9900.0,No,0.0,803.0,264400.0,55600.0,Vehicle EMI,1493000.0,17,Not_Eligible,35100.0
27.0,Male,Single,Post Graduate,100800.0,Self-employed,3.6,Mid-size,Own,0.0,2,1,12500.0,0.0,7600.0,19400.0,12700.0,No,0.0,806.0,167400.0,64600.0,Education EMI,132000.0,48,Eligible,20995.2
48.0,Male,Married,High School,32000.0,Private,13.2,Mid-size,Own,0.0,4,3,0.0,0.0,2800.0,5800.0,3000.0,No,0.0,657.0,146100.0,40500.0,E-commerce Shopping EMI,44000.0,24,Eligible,10200.0
48.0,Male,Married,Post Graduate,59600.0,Private,5.4,Large Indian,Own,0.0,3,2,0.0,0.0,8100.0,10200.0,9600.0,Yes,8100.0,715.0,185700.0,76300.0,Home Appliances EMI,123000.0,6,Not_Eligible,8260.0
38.0,Female,Married,Professional,121200.0,Private,0.6,Startup,Family,0.0,5,4,11400.0,0.0,9300.0,18500.0,14400.0,Yes,13300.0,646.0,321200.0,147700.0,Vehicle EMI,1241000.0,29,Not_Eligible,12163.2
58.0,Male,Married,Professional,82900.0,Private,0.5,Large Indian,Own,0.0,2,1,9200.0,8700.0,10000.0,20000.0,15900.0,Yes,11800.0,646.0,449200.0,264500.0,E-commerce Shopping EMI,115000.0,16,Not_Eligible,1635.2
38.0,Female,Married,Graduate,44600.0,Private,4.7,Large Indian,Own,0.0,3,2,7100.0,0.0,2500.0,9200.0,3700.0,No,0.0,709.0,333500.0,184300.0,Education EMI,167000.0,22,Eligible,12155.0
58.0,Female,Single,Post Graduate,49000.0,Private,32.1,Mid-size,Rented,13700.0,2,1,0.0,0.0,3200.0,9100.0,7600.0,No,0.0,724.0,52400.0,16200.0,Home Appliances EMI,234000.0,20,Not_Eligible,6160.0
38.0,Female,Single,Graduate,44400.0,Private,1.7,Mid-size,Own,0.0,2,1,0.0,0.0,6000.0,13100.0,3300.0,Yes,12900.0,601.0,310700.0,91600.0,Personal Loan EMI,281000.0,19,Not_Eligible,2802.8
48.0,Male,Married,High School,47800.0,Self-employed,0.7,Startup,Rented,15300.0,4,3,10700.0,0.0,6600.0,11100.0,6800.0,Yes,8200.0,654.0,331700.0,129900.0,Vehicle EMI,135000.0,54,Not_Eligible,500.0
27.0,Male,Single,Post Graduate,113200.0,Private,1.3,Startup,Own,0.0,3,2,0.0,0.0,12700.0,26300.0,16000.0,No,0.0,742.0,849500.0,251000.0,Personal Loan EMI,923000.0,60,Eligible,32010.0
38.0,Male,Married,High School,34200.0,Private,9.1,Startup,Own,0.0,4,3,12100.0,0.0,4500.0,6900.0,2600.0,No,0.0,736.0,182700.0,41000.0,Education EMI,68000.0,29,Eligible,4050.0
27.0,Male,Single,High School,37400.0,Private,3.6,Mid-size,Rented,12200.0,2,1,0.0,0.0,3500.0,8500.0,7100.0,Yes,6500.0,653.0,165900.0,55600.0,Vehicle EMI,185000.0,41,Not_Eligible,500.0
32.0,Male,Married,Professional,130900.0,Private,2.0,Large Indian,Family,0.0,4,3,3500.0,0.0,6800.0,32900.0,23600.0,Yes,29800.0,736.0,605200.0,204900.0,Education EMI,271000.0,41,Eligible,12005.0
32.0,Male,Married,Graduate,18100.0,Private,0.9,Large Indian,Own,0.0,3,2,3700.0,0.0,1500.0,4600.0,3000.0,No,0.0,619.0,35400.0,17600.0,E-commerce Shopping EMI,80000.0,16,Not_Eligible,1356.8
58.0,Female,Married,Post Graduate,39400.0,Private,24.5,Large Indian,Rented,8700.0,5,4,0.0,0.0,4000.0,7800.0,6800.0,Yes,6800.0,634.0,165700.0,43200.0,Vehicle EMI,1171000.0,66,Not_Eligible,1484.0
27.0,Female,Married,Graduate,66600.0,Private,3.8,Mid-size,Rented,11800.0,3,2,0.0,5100.0,6000.0,10300.0,11900.0,No,0.0,721.0,105600.0,50900.0,E-commerce Shopping EMI,17000.0,4,Eligible,8600.0
48.0,Female,Married,High School,53700.0,Private,7.2,Large Indian,Own,0.0,3,2,7700.0,0.0,5300.0,11300.0,3600.0,No,0.0,712.0,55900.0,16400.0,Home Appliances EMI,288000.0,16,Not_Eligible,10320.0
48.0,Male,Married,Professional,27000.0,Private,7.2,Large Indian,Rented,8500.0,3,2,12300.0,0.0,2600.0,5600.0,2800.0,Yes,3000.0,672.0,40200.0,10500.0,Vehicle EMI,615000.0,50,Not_Eligible,500.0
38.0,Female,Married,Post Graduate,55200.0,Self-employed,1.7,Mid-size,Own,0.0,2,1,10000.0,11200.0,4300.0,9100.0,10700.0,No,0.0,709.0,131900.0,47300.0,Personal Loan EMI,328000.0,35,Not_Eligible,4455.0
48.0,Male,Married,Professional,80800.0,Private,4.8,MNC,Rented,20800.0,3,2,0.0,0.0,8400.0,23500.0,8100.0,Yes,14700.0,697.0,627700.0,160900.0,E-commerce Shopping EMI,61000.0,9,Not_Eligible,2040.5
58.0,Male,Married,Graduate,33700.0,Private,7.2,Mid-size,Rented,8400.0,2,1,0.0,19200.0,3600.0,8600.0,2200.0,No,0.0,752.0,115800.0,63900.0,Personal Loan EMI,590000.0,21,Not_Eligible,500.0
32.0,Female,Married,Professional,36000.0,Private,0.7,Large Indian,Rented,5800.0,2,1,3600.0,0.0,3100.0,6300.0,4500.0,No,0.0,825.0,110400.0,26600.0,Vehicle EMI,1430000.0,53,Not_Eligible,6096.0
